sequence number,asset,time (from exchange),ask,ask size,bid,bid size
624173512091928276,GOAT-USD-SWAP-LIN,1747601344938,0.16066,107391.0,0.15993,91363.0
109174719826717436,LAUNCHCOIN-USD-SWAP-LIN,1747601344955,0.22301,57663.0,0.2095,27270.0
300173894171307534,BTC-USD-SWAP-LIN,1747601344978,104177.0,0.1369,104152.0,0.0039
117173512259796492,BRETT-USD-SWAP-LIN,1747601344959,0.06969,344868.0,0.06934,181230.0
600174565172998208,SOL-USD-SWAP-LIN,1747601344967,167.18,3667.61,167.0,9.96
109174719826717437,LAUNCHCOIN-USD-SWAP-LIN,1747601345056,0.22301,57663.0,0.2095,27270.0
595173512109104462,MOODENG-USD-SWAP-LIN,1747601345006,0.233065,48300.0,0.231739,69590.0
624173512091928277,GOAT-USD-SWAP-LIN,1747601345038,0.16066,107391.0,0.15993,91363.0
638173512079465327,FARTCOIN-USD-SWAP-LIN,1747601344990,1.26398,13685.0,1.26298,1.0
413173512242567286,1000ANDY-USD-SWAP-LIN,1747601345029,0.0769,180703.0,0.07633,201852.0
630173512272985469,WIF-USD-SWAP-LIN,1747601345014,0.9725,27131.0,0.9685,6320.0
400173591426240041,ETH-USD-SWAP-LIN,1747601345053,2401.7,291.105,2399.3,319.608
300173894171307535,BTC-USD-SWAP-LIN,1747601345078,104177.0,0.1369,104152.0,0.0039
600174565172998209,SOL-USD-SWAP-LIN,1747601345067,167.18,3667.61,167.0,9.96
117173512259796493,BRETT-USD-SWAP-LIN,1747601345059,0.06969,344868.0,0.06934,181230.0
413173512242567287,1000ANDY-USD-SWAP-LIN,1747601345129,0.0769,180703.0,0.07633,201852.0
630173512272985470,WIF-USD-SWAP-LIN,1747601345114,0.9725,27131.0,0.9685,6320.0
109174719826717438,LAUNCHCOIN-USD-SWAP-LIN,1747601345156,0.22301,57663.0,0.2095,27270.0
624173512091928278,GOAT-USD-SWAP-LIN,1747601345138,0.16066,107391.0,0.15993,91363.0
638173512079465328,FARTCOIN-USD-SWAP-LIN,1747601345091,1.26398,13685.0,1.26298,1.0
595173512109104463,MOODENG-USD-SWAP-LIN,1747601345107,0.233065,48300.0,0.231739,69590.0
400173591426240042,ETH-USD-SWAP-LIN,1747601345153,2401.7,291.105,2399.3,319.608
300173894171307536,BTC-USD-SWAP-LIN,1747601345179,104177.0,0.1369,104152.0,0.0039
117173512259796494,BRETT-USD-SWAP-LIN,1747601345159,0.06969,344868.0,0.06934,181230.0
600174565172998210,SOL-USD-SWAP-LIN,1747601345168,167.18,3667.61,167.0,9.96
638173512079465329,FARTCOIN-USD-SWAP-LIN,1747601345191,1.26398,13685.0,1.26298,1.0
400173591426240043,ETH-USD-SWAP-LIN,1747601345253,2402.1,219.73,2399.7,217.861
595173512109104464,MOODENG-USD-SWAP-LIN,1747601345207,0.233065,48300.0,0.231739,69590.0
109174719826717439,LAUNCHCOIN-USD-SWAP-LIN,1747601345256,0.22301,57663.0,0.2095,27270.0
624173512091928279,GOAT-USD-SWAP-LIN,1747601345239,0.16066,107391.0,0.15993,91363.0
413173512242567288,1000ANDY-USD-SWAP-LIN,1747601345230,0.0769,180703.0,0.07633,201852.0
630173512272985471,WIF-USD-SWAP-LIN,1747601345215,0.9725,27131.0,0.9685,6320.0
300173894171307537,BTC-USD-SWAP-LIN,1747601345279,104177.0,0.1369,104152.0,0.0039
600174565172998211,SOL-USD-SWAP-LIN,1747601345268,167.18,3667.61,167.0,9.96
117173512259796495,BRETT-USD-SWAP-LIN,1747601345259,0.06969,344868.0,0.06934,181230.0
630173512272985472,WIF-USD-SWAP-LIN,1747601345315,0.9725,27131.0,0.9685,6320.0
624173512091928280,GOAT-USD-SWAP-LIN,1747601345339,0.16066,107391.0,0.15993,91363.0
413173512242567289,1000ANDY-USD-SWAP-LIN,1747601345330,0.0769,180703.0,0.07633,201852.0
638173512079465330,FARTCOIN-USD-SWAP-LIN,1747601345291,1.26398,13685.0,1.26298,1.0
595173512109104465,MOODENG-USD-SWAP-LIN,1747601345307,0.233065,48300.0,0.231739,69590.0
109174719826717440,LAUNCHCOIN-USD-SWAP-LIN,1747601345356,0.22301,57663.0,0.2095,27270.0
400173591426240044,ETH-USD-SWAP-LIN,1747601345354,2402.1,219.73,2399.7,217.861
300173894171307538,BTC-USD-SWAP-LIN,1747601345380,104177.0,0.1369,104152.0,0.0039
117173512259796496,BRETT-USD-SWAP-LIN,1747601345360,0.06969,344868.0,0.06934,181230.0
600174565172998212,SOL-USD-SWAP-LIN,1747601345369,167.18,3667.61,167.0,9.96
400173591426240045,ETH-USD-SWAP-LIN,1747601345454,2402.1,219.73,2399.7,217.861
595173512109104466,MOODENG-USD-SWAP-LIN,1747601345408,0.233065,48300.0,0.231739,69590.0
109174719826717441,LAUNCHCOIN-USD-SWAP-LIN,1747601345457,0.22301,57663.0,0.2095,27270.0
630173512272985473,WIF-USD-SWAP-LIN,1747601345415,0.9725,27131.0,0.9685,6320.0
413173512242567290,1000ANDY-USD-SWAP-LIN,1747601345430,0.0769,180703.0,0.07633,201852.0
638173512079465331,FARTCOIN-USD-SWAP-LIN,1747601345392,1.26398,13685.0,1.26298,1.0
624173512091928281,GOAT-USD-SWAP-LIN,1747601345439,0.16066,107391.0,0.15993,91363.0
300173894171307539,BTC-USD-SWAP-LIN,1747601345480,104177.0,0.1369,104152.0,0.0039
600174565172998213,SOL-USD-SWAP-LIN,1747601345469,167.18,3667.61,167.0,9.96
117173512259796497,BRETT-USD-SWAP-LIN,1747601345460,0.06969,344868.0,0.06934,181230.0
624173512091928282,GOAT-USD-SWAP-LIN,1747601345540,0.16066,107391.0,0.15993,91363.0
413173512242567291,1000ANDY-USD-SWAP-LIN,1747601345530,0.0769,180703.0,0.07633,201852.0
638173512079465332,FARTCOIN-USD-SWAP-LIN,1747601345492,1.26398,13685.0,1.26298,1.0
400173591426240046,ETH-USD-SWAP-LIN,1747601345555,2402.1,219.73,2399.7,217.861
109174719826717442,LAUNCHCOIN-USD-SWAP-LIN,1747601345557,0.22301,57663.0,0.2095,27270.0
630173512272985474,WIF-USD-SWAP-LIN,1747601345516,0.9725,27131.0,0.9685,6320.0
595173512109104467,MOODENG-USD-SWAP-LIN,1747601345508,0.233065,48300.0,0.231739,69590.0
300173894171307540,BTC-USD-SWAP-LIN,1747601345581,104177.0,0.1369,104152.0,0.0039
117173512259796498,BRETT-USD-SWAP-LIN,1747601345560,0.06969,344868.0,0.06934,181230.0
600174565172998214,SOL-USD-SWAP-LIN,1747601345570,167.18,3667.61,167.0,9.96
595173512109104468,MOODENG-USD-SWAP-LIN,1747601345608,0.233065,48300.0,0.231739,69590.0
109174719826717443,LAUNCHCOIN-USD-SWAP-LIN,1747601345657,0.22301,57663.0,0.2095,27270.0
630173512272985475,WIF-USD-SWAP-LIN,1747601345616,0.9725,27131.0,0.9685,6320.0
624173512091928283,GOAT-USD-SWAP-LIN,1747601345640,0.16066,107391.0,0.15993,91363.0
638173512079465333,FARTCOIN-USD-SWAP-LIN,1747601345592,1.26398,13685.0,1.26298,1.0
400173591426240047,ETH-USD-SWAP-LIN,1747601345655,2402.1,219.73,2399.7,217.861
413173512242567292,1000ANDY-USD-SWAP-LIN,1747601345631,0.0769,180703.0,0.07633,201852.0
300173894171307541,BTC-USD-SWAP-LIN,1747601345681,104177.0,0.1369,104152.0,0.0039
117173512259796499,BRETT-USD-SWAP-LIN,1747601345661,0.06969,344868.0,0.06934,181230.0
600174565172998215,SOL-USD-SWAP-LIN,1747601345670,167.18,3667.61,167.0,9.96
413173512242567293,1000ANDY-USD-SWAP-LIN,1747601345731,0.0769,180703.0,0.07633,201852.0
638173512079465334,FARTCOIN-USD-SWAP-LIN,1747601345693,1.26398,13685.0,1.26298,1.0
400173591426240048,ETH-USD-SWAP-LIN,1747601345755,2402.1,219.73,2399.7,217.861
595173512109104469,MOODENG-USD-SWAP-LIN,1747601345709,0.233065,48300.0,0.231739,69590.0
630173512272985476,WIF-USD-SWAP-LIN,1747601345716,0.9725,27131.0,0.9685,6320.0
624173512091928284,GOAT-USD-SWAP-LIN,1747601345740,0.16066,107391.0,0.15993,91363.0
109174719826717444,LAUNCHCOIN-USD-SWAP-LIN,1747601345758,0.22301,57663.0,0.2095,27270.0
300173894171307542,BTC-USD-SWAP-LIN,1747601345782,104177.0,0.1369,104152.0,0.0039
413173512242567294,1000ANDY-USD-SWAP-LIN,1747601345831,0.0769,180703.0,0.07633,201852.0
630173512272985477,WIF-USD-SWAP-LIN,1747601345817,0.9725,27131.0,0.9685,6320.0
109174719826717445,LAUNCHCOIN-USD-SWAP-LIN,1747601345858,0.22301,57663.0,0.2095,27270.0
624173512091928285,GOAT-USD-SWAP-LIN,1747601345841,0.16066,107391.0,0.15993,91363.0
638173512079465335,FARTCOIN-USD-SWAP-LIN,1747601345793,1.26398,13685.0,1.26298,1.0
400173591426240049,ETH-USD-SWAP-LIN,1747601345856,2402.1,219.73,2399.7,217.861
595173512109104470,MOODENG-USD-SWAP-LIN,1747601345809,0.233065,48300.0,0.231739,69590.0
117173512259796500,BRETT-USD-SWAP-LIN,1747601345761,0.06969,344868.0,0.06934,181230.0
600174565172998216,SOL-USD-SWAP-LIN,1747601345771,167.18,3667.61,167.0,9.96
300173894171307543,BTC-USD-SWAP-LIN,1747601345883,104177.0,0.1369,104152.0,0.0039
600174565172998217,SOL-USD-SWAP-LIN,1747601345871,167.18,3667.61,167.0,9.96
117173512259796501,BRETT-USD-SWAP-LIN,1747601345861,0.06969,344868.0,0.06934,181230.0
595173512109104471,MOODENG-USD-SWAP-LIN,1747601345909,0.233065,48300.0,0.231739,69590.0
638173512079465336,FARTCOIN-USD-SWAP-LIN,1747601345894,1.26398,13685.0,1.26298,1.0
400173591426240050,ETH-USD-SWAP-LIN,1747601345956,2402.1,219.73,2399.7,217.861
109174719826717446,LAUNCHCOIN-USD-SWAP-LIN,1747601345958,0.22301,57663.0,0.2095,27270.0
630173512272985478,WIF-USD-SWAP-LIN,1747601345917,0.9725,27131.0,0.9685,6320.0
413173512242567295,1000ANDY-USD-SWAP-LIN,1747601345931,0.0769,180703.0,0.07633,201852.0
624173512091928286,GOAT-USD-SWAP-LIN,1747601345941,0.16066,107391.0,0.15993,91363.0
300173894171307544,BTC-USD-SWAP-LIN,1747601345983,104177.0,0.1369,104152.0,0.0039
595173512109104472,MOODENG-USD-SWAP-LIN,1747601346010,0.233065,48300.0,0.231739,69590.0
630173512272985479,WIF-USD-SWAP-LIN,1747601346017,0.9725,27131.0,0.9685,6320.0
624173512091928287,GOAT-USD-SWAP-LIN,1747601346041,0.16066,107391.0,0.15993,91363.0
413173512242567296,1000ANDY-USD-SWAP-LIN,1747601346032,0.0769,180703.0,0.07633,201852.0
638173512079465337,FARTCOIN-USD-SWAP-LIN,1747601345994,1.26398,13685.0,1.26298,1.0
400173591426240051,ETH-USD-SWAP-LIN,1747601346057,2402.1,219.73,2399.7,217.861
109174719826717447,LAUNCHCOIN-USD-SWAP-LIN,1747601346059,0.22301,57663.0,0.2095,27270.0
600174565172998218,SOL-USD-SWAP-LIN,1747601345972,167.18,3667.61,167.0,9.96
117173512259796502,BRETT-USD-SWAP-LIN,1747601345962,0.06969,344868.0,0.06934,181230.0
300173894171307545,BTC-USD-SWAP-LIN,1747601346084,104177.0,0.1369,104152.0,0.0039
595173512109104473,MOODENG-USD-SWAP-LIN,1747601346110,0.233065,48300.0,0.231739,69590.0
630173512272985480,WIF-USD-SWAP-LIN,1747601346118,0.9725,27131.0,0.9685,6320.0
624173512091928288,GOAT-USD-SWAP-LIN,1747601346142,0.16066,107391.0,0.15993,91363.0
109174719826717448,LAUNCHCOIN-USD-SWAP-LIN,1747601346159,0.22301,57663.0,0.2095,27270.0
117173512259796503,BRETT-USD-SWAP-LIN,1747601346062,0.06969,344868.0,0.06934,181230.0
600174565172998219,SOL-USD-SWAP-LIN,1747601346072,167.18,3667.61,167.0,9.96
400173591426240052,ETH-USD-SWAP-LIN,1747601346157,2401.6,201.433,2399.2,294.882
413173512242567297,1000ANDY-USD-SWAP-LIN,1747601346132,0.0769,180703.0,0.07633,201852.0
638173512079465338,FARTCOIN-USD-SWAP-LIN,1747601346094,1.26398,13685.0,1.26298,1.0
300173894171307546,BTC-USD-SWAP-LIN,1747601346184,104177.0,0.1369,104152.0,0.0039
624173512091928289,GOAT-USD-SWAP-LIN,1747601346242,0.16066,107391.0,0.15993,91363.0
400173591426240053,ETH-USD-SWAP-LIN,1747601346257,2401.6,201.433,2399.2,294.882
413173512242567298,1000ANDY-USD-SWAP-LIN,1747601346232,0.0769,180703.0,0.07633,201852.0
109174719826717449,LAUNCHCOIN-USD-SWAP-LIN,1747601346259,0.22301,57663.0,0.2095,27270.0
117173512259796504,BRETT-USD-SWAP-LIN,1747601346162,0.06969,344868.0,0.06934,181230.0
600174565172998220,SOL-USD-SWAP-LIN,1747601346172,167.18,3667.61,167.0,9.96
595173512109104474,MOODENG-USD-SWAP-LIN,1747601346210,0.233065,48300.0,0.231739,69590.0
630173512272985481,WIF-USD-SWAP-LIN,1747601346218,0.9725,27131.0,0.9685,6320.0
638173512079465339,FARTCOIN-USD-SWAP-LIN,1747601346195,1.26398,13685.0,1.26298,1.0
300173894171307547,BTC-USD-SWAP-LIN,1747601346285,104177.0,0.1369,104152.0,0.0039
413173512242567299,1000ANDY-USD-SWAP-LIN,1747601346332,0.0769,180703.0,0.07633,201852.0
109174719826717450,LAUNCHCOIN-USD-SWAP-LIN,1747601346360,0.22301,57663.0,0.2095,27270.0
624173512091928290,GOAT-USD-SWAP-LIN,1747601346343,0.16066,107391.0,0.15993,91363.0
400173591426240054,ETH-USD-SWAP-LIN,1747601346358,2401.6,201.433,2399.2,294.882
595173512109104475,MOODENG-USD-SWAP-LIN,1747601346311,0.233065,48300.0,0.231739,69590.0
638173512079465340,FARTCOIN-USD-SWAP-LIN,1747601346295,1.26398,13685.0,1.26298,1.0
630173512272985482,WIF-USD-SWAP-LIN,1747601346318,0.9725,27131.0,0.9685,6320.0
117173512259796505,BRETT-USD-SWAP-LIN,1747601346263,0.06969,344868.0,0.06934,181230.0
600174565172998221,SOL-USD-SWAP-LIN,1747601346273,167.18,3667.61,167.0,9.96
300173894171307548,BTC-USD-SWAP-LIN,1747601346385,104177.0,0.1369,104152.0,0.0039
624173512091928291,GOAT-USD-SWAP-LIN,1747601346443,0.16066,107391.0,0.15993,91363.0
630173512272985483,WIF-USD-SWAP-LIN,1747601346419,0.9725,27131.0,0.9685,6320.0
400173591426240055,ETH-USD-SWAP-LIN,1747601346458,2401.6,201.433,2399.2,294.882
595173512109104476,MOODENG-USD-SWAP-LIN,1747601346411,0.233065,48300.0,0.231739,69590.0
638173512079465341,FARTCOIN-USD-SWAP-LIN,1747601346396,1.26398,13685.0,1.26298,1.0
413173512242567300,1000ANDY-USD-SWAP-LIN,1747601346433,0.0769,180703.0,0.07633,201852.0
109174719826717451,LAUNCHCOIN-USD-SWAP-LIN,1747601346460,0.22301,57663.0,0.2095,27270.0
600174565172998222,SOL-USD-SWAP-LIN,1747601346374,167.18,3667.61,167.0,9.96
117173512259796506,BRETT-USD-SWAP-LIN,1747601346363,0.06969,344868.0,0.06934,181230.0
300173894171307549,BTC-USD-SWAP-LIN,1747601346486,104177.0,0.1369,104152.0,0.0039
400173591426240056,ETH-USD-SWAP-LIN,1747601346559,2401.6,201.433,2399.2,294.882
109174719826717452,LAUNCHCOIN-USD-SWAP-LIN,1747601346560,0.22301,57663.0,0.2095,27270.0
117173512259796507,BRETT-USD-SWAP-LIN,1747601346463,0.06969,344868.0,0.06934,181230.0
600174565172998223,SOL-USD-SWAP-LIN,1747601346474,167.18,3667.61,167.0,9.96
595173512109104477,MOODENG-USD-SWAP-LIN,1747601346511,0.233065,48300.0,0.231739,69590.0
638173512079465342,FARTCOIN-USD-SWAP-LIN,1747601346496,1.26398,13685.0,1.26298,1.0
413173512242567301,1000ANDY-USD-SWAP-LIN,1747601346533,0.0769,180703.0,0.07633,201852.0
624173512091928292,GOAT-USD-SWAP-LIN,1747601346543,0.16066,107391.0,0.15993,91363.0
630173512272985484,WIF-USD-SWAP-LIN,1747601346519,0.9725,27131.0,0.9685,6320.0
300173894171307550,BTC-USD-SWAP-LIN,1747601346586,104177.0,0.1369,104152.0,0.0039
117173512259796508,BRETT-USD-SWAP-LIN,1747601346564,0.06969,344868.0,0.06934,181230.0
413173512242567302,1000ANDY-USD-SWAP-LIN,1747601346633,0.0769,180703.0,0.07633,201852.0
630173512272985485,WIF-USD-SWAP-LIN,1747601346619,0.9725,27131.0,0.9685,6320.0
624173512091928293,GOAT-USD-SWAP-LIN,1747601346644,0.16066,107391.0,0.15993,91363.0
600174565172998224,SOL-USD-SWAP-LIN,1747601346575,167.18,3667.61,167.0,9.96
595173512109104478,MOODENG-USD-SWAP-LIN,1747601346612,0.233065,48300.0,0.231739,69590.0
638173512079465343,FARTCOIN-USD-SWAP-LIN,1747601346596,1.26398,13685.0,1.26298,1.0
400173591426240057,ETH-USD-SWAP-LIN,1747601346659,2401.6,201.433,2399.2,294.882
109174719826717453,LAUNCHCOIN-USD-SWAP-LIN,1747601346661,0.22301,57663.0,0.2095,27270.0
300173894171307551,BTC-USD-SWAP-LIN,1747601346687,104177.0,0.1369,104152.0,0.0039
630173512272985486,WIF-USD-SWAP-LIN,1747601346719,0.9725,27131.0,0.9685,6320.0
638173512079465344,FARTCOIN-USD-SWAP-LIN,1747601346697,1.26398,13685.0,1.26298,1.0
109174719826717454,LAUNCHCOIN-USD-SWAP-LIN,1747601346761,0.22301,57663.0,0.2095,27270.0
400173591426240058,ETH-USD-SWAP-LIN,1747601346760,2401.6,201.433,2399.2,294.882
624173512091928294,GOAT-USD-SWAP-LIN,1747601346744,0.16066,107391.0,0.15993,91363.0
600174565172998225,SOL-USD-SWAP-LIN,1747601346675,167.18,3667.61,167.0,9.96
595173512109104479,MOODENG-USD-SWAP-LIN,1747601346712,0.233065,48300.0,0.231739,69590.0
117173512259796509,BRETT-USD-SWAP-LIN,1747601346664,0.06969,344868.0,0.06934,181230.0
413173512242567303,1000ANDY-USD-SWAP-LIN,1747601346734,0.0769,180703.0,0.07633,201852.0
300173894171307552,BTC-USD-SWAP-LIN,1747601346787,104177.0,0.1369,104152.0,0.0039
630173512272985487,WIF-USD-SWAP-LIN,1747601346820,0.9725,27131.0,0.9685,6320.0
109174719826717455,LAUNCHCOIN-USD-SWAP-LIN,1747601346861,0.22301,57663.0,0.2095,27270.0
595173512109104480,MOODENG-USD-SWAP-LIN,1747601346812,0.233065,48300.0,0.231739,69590.0
413173512242567304,1000ANDY-USD-SWAP-LIN,1747601346834,0.0769,180703.0,0.07633,201852.0
117173512259796510,BRETT-USD-SWAP-LIN,1747601346764,0.06969,344868.0,0.06934,181230.0
400173591426240059,ETH-USD-SWAP-LIN,1747601346860,2401.6,201.433,2399.2,294.882
624173512091928295,GOAT-USD-SWAP-LIN,1747601346844,0.16066,107391.0,0.15993,91363.0
600174565172998226,SOL-USD-SWAP-LIN,1747601346775,167.18,3667.61,167.0,9.96
638173512079465345,FARTCOIN-USD-SWAP-LIN,1747601346797,1.26398,13685.0,1.26298,1.0
300173894171307553,BTC-USD-SWAP-LIN,1747601346888,104177.0,0.1369,104152.0,0.0039
595173512109104481,MOODENG-USD-SWAP-LIN,1747601346913,0.233065,48300.0,0.231739,69590.0
624173512091928296,GOAT-USD-SWAP-LIN,1747601346945,0.16066,107391.0,0.15993,91363.0
638173512079465346,FARTCOIN-USD-SWAP-LIN,1747601346898,1.26398,13685.0,1.26298,1.0
600174565172998227,SOL-USD-SWAP-LIN,1747601346876,167.18,3667.61,167.0,9.96
413173512242567305,1000ANDY-USD-SWAP-LIN,1747601346934,0.0769,180703.0,0.07633,201852.0
117173512259796511,BRETT-USD-SWAP-LIN,1747601346864,0.06969,344868.0,0.06934,181230.0
400173591426240060,ETH-USD-SWAP-LIN,1747601346960,2401.6,201.433,2399.2,294.882
630173512272985488,WIF-USD-SWAP-LIN,1747601346920,0.9725,27131.0,0.9685,6320.0
109174719826717456,LAUNCHCOIN-USD-SWAP-LIN,1747601346962,0.22301,57663.0,0.2095,27270.0
300173894171307554,BTC-USD-SWAP-LIN,1747601346988,104177.0,0.1369,104152.0,0.0039
638173512079465347,FARTCOIN-USD-SWAP-LIN,1747601346998,1.26398,13685.0,1.26298,1.0
600174565172998228,SOL-USD-SWAP-LIN,1747601346976,167.18,3667.61,167.0,9.96
