sequence number,asset,time (from exchange),ask,ask size,bid,bid size
37434718232,XRPUSDT,1747601476914304085,2.3698,11720.64,2.3697,1834.98
48452505294,BNBUSDT,1747601476858416385,639.96,1.85,639.87,10.95
37434718273,ETHUSDT,1747601476957302245,2392.9,2.09,2392.89,5.35
37434718275,SOLUSDT,1747601476959601285,167.01,4.75,166.98,29.13
37434718287,DOGEUSDT,1747601476974380329,0.22305,1563,0.22303,8705
37434718214,ADAUSDT,1747601476894512724,0.7333,2356.86,0.7332,6892.49
35027132910,OPUSDT,1747601476926751315,0.6896,390.9,0.6894,195
47259896003,SUIUSDT,1747601476567501247,3.7919,6440,3.7901,47
47259896143,u1000PEPEUSDT,1747601476892898994,0.0130496,19450,0.0130365,38843
37434718220,BTCUSDT,1747601476896514257,104062.9,0.402,104062.8,3.385
37434718259,XRPUSDT,1747601476942571132,2.3698,11195.64,,
48452505342,BNBUSDT,1747601476968355850,640.07,0,,
37434718278,SOLUSDT,1747601476960160765,,,166.98,91.65
37434718286,ETHUSDT,1747601476972770859,,,2392.63,0
37434718323,ADAUSDT,1747601477048070373,0.7344,1913.03,,
47259896197,u1000PEPEUSDT,1747601477189021282,0.0130727,0,0.0130365,58843
37434718322,DOGEUSDT,1747601477043176759,,,0.22302,0
35027132912,OPUSDT,1747601476962425568,,,0.6894,390.9
47259896307,SUIUSDT,1747601477373974521,3.7918,73,,
37434718311,BTCUSDT,1747601477018300462,104076.7,0,,
37434718280,XRPUSDT,1747601476964826799,2.3698,11720.64,,
48452505344,BNBUSDT,1747601476981001789,640.14,1.47,,
37434718298,SOLUSDT,1747601477000124717,,,166.82,41.62
37434718299,ETHUSDT,1747601477000177940,,,2392.5,2.78
47259896198,u1000PEPEUSDT,1747601477195558391,,,0.013031,18993
47259896346,SUIUSDT,1747601477401922030,3.7917,26,,
37434718324,ADAUSDT,1747601477049773861,0.7346,102172.21,,
37434718338,DOGEUSDT,1747601477156060506,0.22311,30412,,
35027132962,OPUSDT,1747601477447841960,0.6895,144.2,,
37434718321,BTCUSDT,1747601477036701734,104097.2,0.232,,
37434718309,XRPUSDT,1747601477015558732,,,2.3697,1309.98
48452505583,BNBUSDT,1747601477795842912,,,639.95,0.84
37434718306,SOLUSDT,1747601477003960762,167.24,511.77,166.84,5.68
37434718307,ETHUSDT,1747601477009951839,,,2392.5,5.21
47259896350,SUIUSDT,1747601477416326963,3.7918,0,,
35027132970,OPUSDT,1747601477477012826,0.6895,339.2,,
47259896199,u1000PEPEUSDT,1747601477197970629,,,0.0130371,19250
37434718443,ADAUSDT,1747601477505168902,0.7333,2356.86,,
37434718360,DOGEUSDT,1747601477199613391,,,0.22295,1563
37434718339,BTCUSDT,1747601477157734342,104062.9,0.502,,
48452505595,BNBUSDT,1747601477816909225,,,639.95,10.27
37434718318,XRPUSDT,1747601477035669603,2.3704,5400.06,,
35027132972,OPUSDT,1747601477506742558,0.6896,1624.7,,
37434718502,DOGEUSDT,1747601477868016828,,,0.2229,1589
37434718453,ADAUSDT,1747601477527913894,0.7334,1216.98,,
47259896355,SUIUSDT,1747601477460197909,3.7926,3511,,
47259896225,u1000PEPEUSDT,1747601477270771758,0.0130496,0,0.0130371,39250
37434718319,ETHUSDT,1747601477035839699,,,2392.51,15.1
37434718326,SOLUSDT,1747601477067985220,167.21,17.27,,
37434718412,BTCUSDT,1747601477405805744,,,104051,0
48452505599,BNBUSDT,1747601477821497670,,,639.83,196.03
37434718325,XRPUSDT,1747601477062193675,2.3704,24373.53,,
47259896362,SUIUSDT,1747601477515984544,3.7927,2797,,
37434718332,SOLUSDT,1747601477099401977,,,166.98,0
37434718328,ETHUSDT,1747601477080533618,2392.9,7.1,2392.89,7.86
37434718517,ADAUSDT,1747601477948882902,0.7334,0,,
47259896277,u1000PEPEUSDT,1747601477283671880,0.0130742,482862,0.0130384,19593
37434718531,DOGEUSDT,1747601477964045183,0.22305,0,,
35027132977,OPUSDT,1747601477534714175,0.6897,2194,0.6894,195
37434718436,BTCUSDT,1747601477477555898,104087.8,0.24,,
48452505605,BNBUSDT,1747601477880801705,,,639.71,1.79
37434718340,XRPUSDT,1747601477162578055,,,2.3697,1834.98
37434718576,ADAUSDT,1747601478017860781,0.7335,0,0.7318,200182.13
35027132982,OPUSDT,1747601477571207946,,,0.6894,0
37434718564,DOGEUSDT,1747601478004110830,0.22305,1563,,
37434718334,ETHUSDT,1747601477126189457,,,2392.88,0
47259896294,u1000PEPEUSDT,1747601477340597805,,,0.0130384,58843
37434718349,SOLUSDT,1747601477177195975,,,166.93,26.49
47259896404,SUIUSDT,1747601477795677371,3.7942,0,3.7888,2023
37434718449,BTCUSDT,1747601477522065472,104087.8,0.24,,
48452505673,BNBUSDT,1747601478024739678,,,639.6,0
37434718362,XRPUSDT,1747601477200594241,2.3716,33.88,2.3674,48240.73
37434718390,ETHUSDT,1747601477316182729,,,2392.89,5.71
47259896424,SUIUSDT,1747601477851335475,3.7942,55,3.7888,2078
37434718359,SOLUSDT,1747601477199556642,,,166.98,91.65
37434718579,DOGEUSDT,1747601478020244794,0.22321,23,,
47259896332,u1000PEPEUSDT,1747601477383231783,,,0.013039,19250
35027132999,OPUSDT,1747601477610771083,,,0.6893,405.4
37434718588,ADAUSDT,1747601478037776756,,,0.7324,32959.44
37434718461,BTCUSDT,1747601477549061364,104087.8,0.24,,
37434718373,XRPUSDT,1747601477221971571,2.3716,33.83,2.3676,457.27
37434718598,DOGEUSDT,1747601478057048087,0.22323,4344,,
37434718600,ADAUSDT,1747601478059256263,,,0.7327,3476.29
37434718378,SOLUSDT,1747601477240086171,,,166.98,0
35027133008,OPUSDT,1747601477629641161,0.6895,535.1,,
47259896360,u1000PEPEUSDT,1747601477509055206,0.0130519,0,,
48452505686,BNBUSDT,1747601478043838241,,,639.73,4.68
37434718395,ETHUSDT,1747601477335781907,,,2391.85,0.13
47259896441,SUIUSDT,1747601477927096878,3.7917,0,,
37434718462,BTCUSDT,1747601477549993237,104097.1,0,,
37434718624,DOGEUSDT,1747601478126738980,,,0.2228,8976
47259896366,u1000PEPEUSDT,1747601477567297462,,,0.0130391,20000
47259896603,SUIUSDT,1747601478012378975,3.792,0,,
35027133012,OPUSDT,1747601477650359279,0.6896,1429.7,,
37434718466,ETHUSDT,1747601477598886586,,,2392.89,6.42
48452505779,BNBUSDT,1747601478638900680,639.96,4.25,639.87,291.99
37434718383,XRPUSDT,1747601477261143310,2.3715,73450.44,2.3693,3712.21
37434718668,ADAUSDT,1747601478332466972,0.7335,1216.98,,
37434718385,SOLUSDT,1747601477297162404,,,166.68,10.51
37434718467,BTCUSDT,1747601477604017697,104098.4,0.214,,
47259896369,u1000PEPEUSDT,1747601477603913976,,,0.0130404,19593
48452505783,BNBUSDT,1747601478652786868,639.99,2.27,639.76,1.52
37434718400,SOLUSDT,1747601477360662224,,,166.98,49.05
37434718493,ETHUSDT,1747601477809677581,,,2392.09,0.41
37434718693,ADAUSDT,1747601478431924670,0.7335,0,,
37434718392,XRPUSDT,1747601477327497785,2.3716,16.92,2.3689,2194.96
37434718629,DOGEUSDT,1747601478136835708,,,0.22279,1622
47259896616,SUIUSDT,1747601478032128942,3.7926,2940,3.7891,427
35027133013,OPUSDT,1747601477651408811,0.6894,195,,
37434718476,BTCUSDT,1747601477766849802,104087.8,0,,
48452505808,BNBUSDT,1747601478692773653,640.44,0.7,639.49,0
37434718846,ADAUSDT,1747601478796908378,,,0.7332,7913.88
47259896380,u1000PEPEUSDT,1747601477618830970,,,0.0130404,38843
37434718497,ETHUSDT,1747601477811523662,,,2392.15,2.08
37434718409,SOLUSDT,1747601477404643593,167,14.66,166.98,0
37434718394,XRPUSDT,1747601477328772628,2.3717,60251.45,,
35027133022,OPUSDT,1747601477728947862,0.6894,0,0.6894,144.2
47259896625,SUIUSDT,1747601478051502598,3.796,0,3.7881,169
37434718716,DOGEUSDT,1747601478436844151,,,0.22304,2021
37434718501,BTCUSDT,1747601477850910548,104087.8,0,,
37434718990,ADAUSDT,1747601478921587900,0.7336,1216.81,,
37434718413,XRPUSDT,1747601477406173740,,,2.3697,1309.98
37434718724,DOGEUSDT,1747601478465166911,,,0.22303,8634
37434718419,SOLUSDT,1747601477433556575,167,4.83,166.95,26.48
47259896638,SUIUSDT,1747601478101953009,3.7964,0,,
35027133031,OPUSDT,1747601477779604227,0.6895,535.1,0.6893,1624.2
48452505810,BNBUSDT,1747601478721514805,,,639.73,0
47259896390,u1000PEPEUSDT,1747601477643777220,0.013052,19033,0.013039,0
37434718506,ETHUSDT,1747601477889630550,2393.33,0,2392.89,12.86
37434718505,BTCUSDT,1747601477878658482,104087.8,0.24,,
37434718460,XRPUSDT,1747601477548066606,2.3708,498.85,2.3696,1000
47259896647,SUIUSDT,1747601478131900880,3.7969,394,3.787,456
37434718437,SOLUSDT,1747601477478816649,167,9.58,166.8,19.74
37434718806,DOGEUSDT,1747601478771053460,0.22305,0,,
35027133032,OPUSDT,1747601477825631521,,,0.6892,522.2
37434718529,ETHUSDT,1747601477959440048,2392.9,2.09,2392.89,13.86
47259896438,u1000PEPEUSDT,1747601477900468299,0.013052,0,,
48452505811,BNBUSDT,1747601478722543101,,,639.68,4.68
37434718518,BTCUSDT,1747601477952107742,104097.1,0.24,,
47259896707,SUIUSDT,1747601478164005665,3.7958,505,,
35027133047,OPUSDT,1747601477952856576,0.6895,339.2,0.6894,535.1
48452505823,BNBUSDT,1747601478772864598,640.27,1.95,,
37434718807,DOGEUSDT,1747601478780071889,0.22321,68,,
47259896537,u1000PEPEUSDT,1747601477955098648,0.0130523,0,0.0130316,59219
37434718537,ETHUSDT,1747601477972110783,2393.11,5.02,,
37434718473,XRPUSDT,1747601477736839821,2.3726,456.43,,
37434719773,ADAUSDT,1747601480070369969,0.7356,37381.44,,
37434718448,SOLUSDT,1747601477517679375,,,166.93,5.66
37434718519,BTCUSDT,1747601477953105034,104087.8,0,,
35027133049,OPUSDT,1747601478007406259,,,0.6883,12401.2
37434718605,ETHUSDT,1747601478069396695,2393.25,0,2391.56,0.28
37434718480,SOLUSDT,1747601477772423510,,,166.98,91.65
47259896550,u1000PEPEUSDT,1747601477960857939,0.0130671,19593,0.0130398,229926
37434719830,ADAUSDT,1747601480145712551,0.7335,1216.98,,
37434718530,XRPUSDT,1747601477959938271,2.3698,11195.64,2.3697,2348.86
47259896715,SUIUSDT,1747601478198599590,3.7969,440,,
48452505851,BNBUSDT,1747601478819336122,639.96,2.57,,
37434718863,DOGEUSDT,1747601478812331372,0.22305,1563,0.22304,3621
37434718554,BTCUSDT,1747601477989069500,104098.4,0.214,104052.4,0.004
37434718636,ETHUSDT,1747601478161929289,2392.9,7.1,,
37434718590,XRPUSDT,1747601478042568179,,,2.3668,456.17
37434718884,DOGEUSDT,1747601478819939578,0.22305,0,0.22304,5184
37434719921,ADAUSDT,1747601480412403885,,,0.7327,1771.4
48452505936,BNBUSDT,1747601478845138400,639.96,1.85,,
47259896743,SUIUSDT,1747601478331175471,3.7922,0,,
35027133084,OPUSDT,1747601478034757154,,,0.6886,1974.8
37434718492,SOLUSDT,1747601477808934946,,,166.98,19.92
47259896560,u1000PEPEUSDT,1747601477973269537,0.0130668,0,0.0130278,76714
37434718562,BTCUSDT,1747601478003137976,,,104052.4,0
37434718603,XRPUSDT,1747601478068507468,2.3711,11214.44,,
47259896758,SUIUSDT,1747601478416687680,3.7923,0,,
48452505953,BNBUSDT,1747601478889084720,639.99,0.8,,
37434718516,SOLUSDT,1747601477947248049,167,4.83,,
35027133096,OPUSDT,1747601478090356964,0.6895,535.1,,
37434718652,ETHUSDT,1747601478217351497,2392.9,7.09,,
37434719967,ADAUSDT,1747601480497141845,0.7334,1216.98,,
37434718923,DOGEUSDT,1747601478851899736,,,0.22305,1600
47259896598,u1000PEPEUSDT,1747601478012334873,0.0130533,0,,
37434718752,BTCUSDT,1747601478525227859,,,104051,0
47259896786,SUIUSDT,1747601478477009170,3.7945,3942,3.7895,101
37434718658,ETHUSDT,1747601478303737679,,,2392.56,0.01
47259896606,u1000PEPEUSDT,1747601478016759830,0.0130643,76504,,
35027133164,OPUSDT,1747601478534887754,,,0.6894,144.2
37434718946,DOGEUSDT,1747601478880308955,,,0.22305,0
37434720071,ADAUSDT,1747601480712932112,0.7334,0,,
37434718615,XRPUSDT,1747601478097408314,2.3714,45298.09,2.3675,11142.58
48452506218,BNBUSDT,1747601479638994158,639.96,3.53,,
37434718567,SOLUSDT,1747601478007402995,167.02,33.33,166.78,587.24
37434718766,BTCUSDT,1747601478559078957,104062.9,0.439,,
37434718659,ETHUSDT,1747601478304163368,,,2392.37,0.01
37434720251,ADAUSDT,1747601481149343899,0.7334,1216.98,,
37434718970,DOGEUSDT,1747601478912769556,0.22306,2699,0.22305,1600
48452506219,BNBUSDT,1747601479654120279,640.07,1.58,,
37434718627,XRPUSDT,1747601478132451812,2.3704,24373.54,2.3675,17474.73
47259896798,SUIUSDT,1747601478509359003,3.7948,505,3.7873,456
35027133255,OPUSDT,1747601478633241696,,,0.6894,339
47259896627,u1000PEPEUSDT,1747601478071414245,0.0130613,38266,0.0130391,0
37434718578,SOLUSDT,1747601478019102978,,,166.8,73.66
37434718782,BTCUSDT,1747601478676872475,104087.8,0.24,,
37434718722,ETHUSDT,1747601478462069031,,,2391.89,31.66
37434718639,XRPUSDT,1747601478167481129,2.3704,24373.55,,
35027133258,OPUSDT,1747601478679624043,,,0.6894,534
48452506245,BNBUSDT,1747601479838495631,639.96,1.85,,
47259896888,SUIUSDT,1747601478654318325,3.7929,66,,
37434719000,DOGEUSDT,1747601478926561042,,,0.22304,3621
47259896632,u1000PEPEUSDT,1747601478083676987,0.0130628,38255,,
37434720412,ADAUSDT,1747601481270706203,,,0.7332,6892.49
37434718790,BTCUSDT,1747601478700131424,,,104056.5,0.003
37434718616,SOLUSDT,1747601478100260499,167.01,4.76,166.79,20.65
37434718775,ETHUSDT,1747601478601617866,,,2392.6,4.53
47259896956,SUIUSDT,1747601478746877171,3.7928,0,,
47259896661,u1000PEPEUSDT,1747601478145340897,0.0130538,0,,
48452506368,BNBUSDT,1747601480034483469,640.27,1.79,,
37434719044,DOGEUSDT,1747601478969242825,0.22328,5,0.22286,48516
35027133306,OPUSDT,1747601478826852522,0.6895,144.2,,
37434720467,ADAUSDT,1747601481294522846,0.7333,2906.86,,
37434718650,XRPUSDT,1747601478196284726,2.3698,11720.64,,
37434718620,SOLUSDT,1747601478119907980,167,9.58,166.82,77.56
37434718802,BTCUSDT,1747601478751920706,104087.8,0.24,,
37434718793,ETHUSDT,1747601478711578733,,,2392.6,0
37434719056,DOGEUSDT,1747601478987616501,0.22314,1622,0.22305,3163
37434720511,ADAUSDT,1747601481313805641,0.7336,1758.8,,
48452506409,BNBUSDT,1747601480060366371,,,639.88,1.55
35027133431,OPUSDT,1747601478991322383,0.6895,339,,
47259896714,u1000PEPEUSDT,1747601478197455271,0.0130587,0,0.0130404,58843
37434718687,XRPUSDT,1747601478414622401,2.3698,11195.64,2.3696,5674.94
47259897001,SUIUSDT,1747601478796065905,3.7925,0,,
37434718810,BTCUSDT,1747601478782895592,104087.8,0,,
